event_date,device_category,country,source,medium,total_users,page_views,item_views,add_to_carts,checkouts,purchases,total_revenue
2021-01-31,desktop,Australia,google,cpc,2,4,0,0,0,0,0.0
2021-01-31,desktop,China,shop.googlemerchandisestore.com,referral,2,5,1,0,0,0,0.0
2021-01-31,mobile,India,<Other>,<Other>,16,41,12,0,0,0,0.0
2021-01-31,mobile,Japan,google,organic,6,21,8,8,0,0,0.0
2021-01-31,desktop,United States,(data deleted),(data deleted),39,114,13,2,0,0,0.0
2021-01-31,desktop,United Kingdom,(direct),(none),10,26,2,0,0,0,0.0
2021-01-31,desktop,Japan,(direct),(none),10,55,6,3,6,2,0.0
2021-01-31,desktop,Japan,<Other>,<Other>,4,10,2,0,0,0,0.0
2021-01-31,mobile,Ireland,google,cpc,1,4,0,0,0,0,0.0
2021-01-31,desktop,Canada,(direct),(none),23,79,28,12,2,1,0.0
2021-01-31,desktop,United States,google,organic,199,657,138,11,12,0,0.0
2021-01-31,desktop,Hungary,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,mobile,Tunisia,<Other>,referral,1,8,0,0,0,0,0.0
2021-01-31,desktop,Turkey,google,organic,4,17,0,0,0,0,0.0
2021-01-31,mobile,Japan,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Greece,(data deleted),(data deleted),1,1,0,0,0,0,0.0
2021-01-31,desktop,Singapore,shop.googlemerchandisestore.com,referral,2,4,0,0,0,0,0.0
2021-01-31,desktop,Greece,<Other>,referral,3,6,1,0,0,0,0.0
2021-01-31,mobile,United States,google,cpc,22,54,8,0,0,0,0.0
2021-01-31,mobile,United Kingdom,<Other>,<Other>,4,16,2,0,0,0,0.0
2021-01-31,tablet,United States,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-31,mobile,Singapore,(direct),(none),3,48,24,19,0,0,0.0
2021-01-31,mobile,Germany,shop.googlemerchandisestore.com,referral,3,19,11,0,0,0,0.0
2021-01-31,desktop,Ireland,shop.googlemerchandisestore.com,referral,2,4,1,0,0,0,0.0
2021-01-31,desktop,Ireland,google,organic,2,9,0,0,0,0,0.0
2021-01-31,mobile,United Arab Emirates,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,desktop,United States,shop.googlemerchandisestore.com,referral,58,183,39,5,4,0,0.0
2021-01-31,mobile,United States,google,organic,155,478,86,9,7,1,0.0
2021-01-31,mobile,United States,shop.googlemerchandisestore.com,referral,44,274,22,5,14,0,0.0
2021-01-31,mobile,Israel,google,cpc,2,4,0,0,0,0,0.0
2021-01-31,mobile,Canada,(direct),(none),14,45,7,0,0,0,0.0
2021-01-31,desktop,Egypt,google,organic,5,11,0,0,0,0,0.0
2021-01-31,desktop,Hong Kong,google,organic,5,21,2,0,0,0,0.0
2021-01-31,desktop,Ireland,<Other>,<Other>,2,5,0,0,0,0,0.0
2021-01-31,mobile,United States,<Other>,<Other>,75,267,41,15,17,2,0.0
2021-01-31,mobile,United States,<Other>,referral,50,159,33,5,2,0,0.0
2021-01-31,desktop,Myanmar (Burma),google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Canada,google,organic,46,166,26,10,7,0,0.0
2021-01-31,mobile,India,<Other>,referral,6,13,2,0,0,0,0.0
2021-01-31,desktop,Ireland,(data deleted),(data deleted),1,5,7,0,0,0,0.0
2021-01-31,mobile,Taiwan,(direct),(none),7,46,15,2,0,0,0.0
2021-01-31,desktop,Malaysia,google,organic,4,16,1,0,0,0,0.0
2021-01-31,mobile,Canada,<Other>,organic,5,9,1,0,0,0,0.0
2021-01-31,mobile,Australia,<Other>,referral,4,21,4,0,0,0,0.0
2021-01-31,desktop,Germany,google,organic,10,28,2,0,0,0,0.0
2021-01-31,mobile,China,shop.googlemerchandisestore.com,referral,4,26,4,0,0,0,0.0
2021-01-31,mobile,India,(direct),(none),32,122,25,1,0,0,0.0
2021-01-31,mobile,Singapore,google,organic,7,45,28,21,2,2,0.0
2021-01-31,desktop,Denmark,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,mobile,Canada,google,organic,19,96,23,1,0,0,0.0
2021-01-31,desktop,Ecuador,(direct),(none),2,10,0,0,0,0,0.0
2021-01-31,desktop,India,shop.googlemerchandisestore.com,referral,8,35,5,0,0,0,0.0
2021-01-31,desktop,India,(data deleted),(data deleted),4,23,2,0,0,0,0.0
2021-01-31,tablet,United Kingdom,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2021-01-31,mobile,Indonesia,google,cpc,2,5,0,0,0,0,0.0
2021-01-31,desktop,United States,(direct),(none),164,645,232,21,23,1,0.0
2021-01-31,desktop,India,(direct),(none),34,140,42,16,4,1,0.0
2021-01-31,desktop,Canada,google,cpc,5,40,20,0,0,0,0.0
2021-01-31,mobile,Canada,(data deleted),(data deleted),5,11,5,0,0,0,0.0
2021-01-31,desktop,Denmark,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,United States,(direct),(none),103,360,63,4,12,0,0.0
2021-01-31,desktop,Norway,(direct),(none),1,22,10,3,0,0,0.0
2021-01-31,desktop,Norway,<Other>,referral,1,1,0,0,0,0,0.0
2021-01-31,desktop,Iraq,<Other>,<Other>,1,14,1,0,0,0,0.0
2021-01-31,desktop,Germany,<Other>,referral,2,4,0,0,0,0,0.0
2021-01-31,mobile,Greece,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Netherlands,<Other>,<Other>,5,22,11,4,0,0,0.0
2021-01-31,mobile,India,google,cpc,7,37,1,0,0,0,0.0
2021-01-31,desktop,Bangladesh,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,China,google,organic,6,29,10,0,0,0,0.0
2021-01-31,desktop,Colombia,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,India,google,organic,35,88,6,0,0,0,0.0
2021-01-31,mobile,India,shop.googlemerchandisestore.com,referral,12,38,8,0,0,0,0.0
2021-01-31,desktop,Ireland,google,cpc,2,5,2,0,0,0,0.0
2021-01-31,desktop,France,(direct),(none),4,13,0,0,0,0,0.0
2021-01-31,desktop,France,google,organic,13,38,1,0,0,0,0.0
2021-01-31,mobile,United States,(data deleted),(data deleted),38,140,21,4,4,0,0.0
2021-01-31,desktop,Australia,google,organic,4,24,16,6,3,0,0.0
2021-01-31,desktop,Australia,shop.googlemerchandisestore.com,referral,2,4,0,0,0,0,0.0
2021-01-31,desktop,United States,<Other>,<Other>,105,305,59,10,2,0,0.0
2021-01-31,desktop,Chile,google,cpc,2,7,0,0,0,0,0.0
2021-01-31,mobile,Thailand,shop.googlemerchandisestore.com,referral,1,21,11,7,2,1,0.0
2021-01-31,mobile,Greece,(direct),(none),3,6,0,0,0,0,0.0
2021-01-31,desktop,Ukraine,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-31,desktop,Ukraine,shop.googlemerchandisestore.com,referral,1,0,0,0,0,0,0.0
2021-01-31,desktop,United Kingdom,<Other>,<Other>,7,12,0,0,0,0,0.0
2021-01-31,desktop,India,google,organic,51,119,14,0,0,0,0.0
2021-01-31,desktop,Canada,<Other>,<Other>,18,87,15,9,2,0,0.0
2021-01-31,desktop,Estonia,(direct),(none),1,1,0,0,0,0,0.0
2021-01-31,desktop,Poland,(direct),(none),2,4,1,0,0,0,0.0
2021-01-31,mobile,Turkey,(direct),(none),4,14,0,0,0,0,0.0
2021-01-31,desktop,Argentina,shop.googlemerchandisestore.com,referral,2,6,1,0,0,0,0.0
2021-01-31,desktop,United States,<Other>,referral,64,172,20,1,2,0,0.0
2021-01-31,tablet,Canada,(direct),(none),2,5,2,0,0,0,0.0
2021-01-31,desktop,Netherlands,(data deleted),(data deleted),2,33,18,5,2,1,0.0
2021-01-31,mobile,South Korea,<Other>,<Other>,6,13,1,0,0,0,0.0
2021-01-31,desktop,Singapore,google,organic,10,35,7,1,2,0,0.0
2021-01-31,mobile,Colombia,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,Canada,<Other>,referral,14,67,21,0,0,0,0.0
2021-01-31,mobile,India,<Other>,organic,2,6,0,0,0,0,0.0
2021-01-31,mobile,Italy,(direct),(none),6,37,15,1,6,0,0.0
2021-01-31,desktop,Spain,(direct),(none),8,29,4,0,0,0,0.0
2021-01-31,desktop,Saudi Arabia,shop.googlemerchandisestore.com,referral,2,8,0,0,0,0,0.0
2021-01-31,desktop,Saudi Arabia,google,organic,1,15,6,1,0,0,0.0
2021-01-31,desktop,Ukraine,<Other>,<Other>,3,7,0,0,0,0,0.0
2021-01-31,mobile,United Kingdom,google,cpc,2,7,0,0,0,0,0.0
2021-01-31,mobile,Japan,shop.googlemerchandisestore.com,referral,2,2,0,0,0,0,0.0
2021-01-31,mobile,Spain,google,organic,7,27,4,0,0,0,0.0
2021-01-31,desktop,United Kingdom,google,organic,20,67,11,0,0,0,0.0
2021-01-31,desktop,South Korea,(direct),(none),6,40,14,2,4,1,0.0
2021-01-31,tablet,Peru,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Thailand,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,France,<Other>,<Other>,4,23,2,2,0,0,0.0
2021-01-31,mobile,Sri Lanka,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,United Kingdom,shop.googlemerchandisestore.com,referral,4,15,0,0,0,0,0.0
2021-01-31,desktop,Singapore,<Other>,<Other>,3,6,1,0,0,0,0.0
2021-01-31,desktop,Uruguay,(direct),(none),1,3,0,0,0,0,0.0
2021-01-31,mobile,Switzerland,(direct),(none),3,6,2,0,0,0,0.0
2021-01-31,mobile,China,<Other>,<Other>,6,17,0,0,0,0,0.0
2021-01-31,desktop,Brazil,google,organic,4,15,3,0,0,0,0.0
2021-01-31,desktop,Australia,(direct),(none),3,7,3,0,0,0,0.0
2021-01-31,desktop,United Arab Emirates,(direct),(none),1,5,0,0,0,0,0.0
2021-01-31,mobile,Vietnam,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Canada,(data deleted),(data deleted),9,29,4,0,0,0,0.0
2021-01-31,mobile,Ireland,google,organic,2,2,0,0,0,0,0.0
2021-01-31,desktop,Pakistan,google,organic,3,13,0,0,0,0,0.0
2021-01-31,desktop,Switzerland,google,cpc,2,5,1,0,0,0,0.0
2021-01-31,mobile,Ukraine,shop.googlemerchandisestore.com,referral,2,2,0,0,0,0,0.0
2021-01-31,desktop,Lithuania,google,cpc,1,4,0,0,0,0,0.0
2021-01-31,desktop,Belgium,<Other>,referral,2,7,0,0,0,0,0.0
2021-01-31,mobile,Germany,google,organic,6,12,0,0,0,0,0.0
2021-01-31,desktop,Spain,shop.googlemerchandisestore.com,referral,2,13,4,0,0,0,0.0
2021-01-31,mobile,Indonesia,<Other>,<Other>,4,8,1,0,0,0,0.0
2021-01-31,mobile,Italy,shop.googlemerchandisestore.com,referral,1,1,1,0,0,0,0.0
2021-01-31,mobile,United Kingdom,<Other>,referral,2,17,8,0,0,0,0.0
2021-01-31,desktop,Italy,google,organic,12,29,3,0,0,0,0.0
2021-01-31,desktop,Australia,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,mobile,India,(data deleted),(data deleted),5,22,5,2,4,1,0.0
2021-01-31,mobile,Taiwan,google,organic,11,43,5,2,0,0,0.0
2021-01-31,mobile,Ukraine,<Other>,referral,1,4,0,0,0,0,0.0
2021-01-31,mobile,Mexico,(direct),(none),3,7,0,0,0,0,0.0
2021-01-31,mobile,Australia,google,organic,8,26,1,0,0,0,0.0
2021-01-31,desktop,Brazil,<Other>,<Other>,2,5,0,0,0,0,0.0
2021-01-31,mobile,Ukraine,google,organic,3,7,0,0,0,0,0.0
2021-01-31,desktop,Switzerland,google,organic,4,17,0,0,0,0,0.0
2021-01-31,desktop,Belgium,google,organic,6,15,0,0,0,0,0.0
2021-01-31,desktop,Ukraine,(direct),(none),3,9,1,0,0,0,0.0
2021-01-31,mobile,United Kingdom,(data deleted),(data deleted),3,6,0,0,0,0,0.0
2021-01-31,mobile,Canada,<Other>,<Other>,8,19,1,0,0,0,0.0
2021-01-31,mobile,Greece,google,organic,5,10,1,0,0,0,0.0
2021-01-31,mobile,Turkey,google,organic,2,5,0,0,0,0,0.0
2021-01-31,desktop,Mexico,google,cpc,2,11,6,0,0,0,0.0
2021-01-31,mobile,France,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,India,<Other>,<Other>,25,62,25,10,0,0,0.0
2021-01-31,desktop,United States,google,cpc,33,99,29,0,0,0,0.0
2021-01-31,mobile,France,(data deleted),(data deleted),1,4,0,0,0,0,0.0
2021-01-31,desktop,(not set),google,organic,8,17,0,0,0,0,0.0
2021-01-31,desktop,Croatia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,mobile,Malaysia,shop.googlemerchandisestore.com,referral,1,2,1,0,0,0,0.0
2021-01-31,mobile,Poland,<Other>,referral,1,0,0,0,0,0,0.0
2021-01-31,desktop,Taiwan,(direct),(none),3,4,0,0,0,0,0.0
2021-01-31,desktop,United States,<Other>,organic,20,79,19,2,2,0,0.0
2021-01-31,tablet,United States,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Cambodia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,tablet,Spain,google,organic,2,3,0,0,0,0,0.0
2021-01-31,desktop,Singapore,(data deleted),(data deleted),1,2,1,0,0,0,0.0
2021-01-31,mobile,France,google,organic,8,18,1,0,0,0,0.0
2021-01-31,tablet,China,google,organic,1,8,0,0,0,0,0.0
2021-01-31,desktop,Thailand,google,organic,4,7,1,0,0,0,0.0
2021-01-31,mobile,Sri Lanka,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Poland,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,Indonesia,<Other>,<Other>,2,5,0,0,0,0,0.0
2021-01-31,desktop,Japan,google,organic,9,44,16,1,2,1,0.0
2021-01-31,desktop,France,shop.googlemerchandisestore.com,referral,3,9,0,0,0,0,0.0
2021-01-31,tablet,United Kingdom,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,China,(data deleted),(data deleted),2,5,1,0,0,0,0.0
2021-01-31,desktop,Belgium,google,cpc,2,18,1,1,4,0,0.0
2021-01-31,mobile,Saudi Arabia,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,mobile,Switzerland,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-31,mobile,Mexico,shop.googlemerchandisestore.com,referral,2,2,0,0,0,0,0.0
2021-01-31,mobile,Portugal,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,desktop,Germany,(data deleted),(data deleted),2,9,3,0,0,0,0.0
2021-01-31,desktop,Sweden,google,organic,2,3,1,0,0,0,0.0
2021-01-31,mobile,Jamaica,(direct),(none),1,9,8,0,0,0,0.0
2021-01-31,mobile,Philippines,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,desktop,Switzerland,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Switzerland,(data deleted),(data deleted),2,0,0,0,0,0,0.0
2021-01-31,mobile,Denmark,google,organic,3,8,2,0,0,0,0.0
2021-01-31,mobile,Pakistan,<Other>,referral,1,0,0,0,0,0,0.0
2021-01-31,desktop,Colombia,(data deleted),(data deleted),1,7,1,1,0,0,0.0
2021-01-31,tablet,Poland,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-31,desktop,Finland,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Turkey,(data deleted),(data deleted),2,10,2,0,0,0,0.0
2021-01-31,mobile,Nigeria,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Morocco,<Other>,<Other>,2,11,5,1,0,0,0.0
2021-01-31,desktop,Vietnam,google,organic,3,22,9,0,0,0,0.0
2021-01-31,desktop,United Kingdom,(data deleted),(data deleted),4,7,0,0,0,0,0.0
2021-01-31,tablet,Netherlands,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,tablet,United States,google,organic,10,31,3,0,0,0,0.0
2021-01-31,mobile,United Kingdom,(direct),(none),11,46,11,0,0,0,0.0
2021-01-31,mobile,France,(direct),(none),3,15,6,0,0,0,0.0
2021-01-31,desktop,Taiwan,(data deleted),(data deleted),2,6,0,0,0,0,0.0
2021-01-31,mobile,Vietnam,google,organic,2,4,0,0,0,0,0.0
2021-01-31,mobile,South Korea,google,organic,5,13,4,0,0,0,0.0
2021-01-31,desktop,Japan,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,tablet,United States,<Other>,referral,4,8,0,0,0,0,0.0
2021-01-31,mobile,Russia,(direct),(none),5,17,0,0,0,0,0.0
2021-01-31,desktop,Turkey,<Other>,<Other>,5,10,0,0,0,0,0.0
2021-01-31,desktop,Russia,<Other>,<Other>,2,3,0,0,0,0,0.0
2021-01-31,desktop,Italy,<Other>,<Other>,5,29,1,0,2,1,0.0
2021-01-31,desktop,Belarus,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,France,google,cpc,4,11,1,0,0,0,0.0
2021-01-31,desktop,Singapore,google,cpc,1,3,3,0,0,0,0.0
2021-01-31,desktop,Spain,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,desktop,Switzerland,(direct),(none),3,11,1,0,0,0,0.0
2021-01-31,desktop,Vietnam,(direct),(none),2,4,0,0,0,0,0.0
2021-01-31,desktop,Brazil,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Argentina,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,mobile,Philippines,shop.googlemerchandisestore.com,referral,1,1,0,0,0,0,0.0
2021-01-31,mobile,Spain,<Other>,referral,4,5,2,0,0,0,0.0
2021-01-31,mobile,United Kingdom,shop.googlemerchandisestore.com,referral,2,7,3,0,0,0,0.0
2021-01-31,mobile,Indonesia,google,organic,2,7,0,0,0,0,0.0
2021-01-31,mobile,Brazil,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,mobile,Germany,<Other>,referral,5,11,2,0,0,0,0.0
2021-01-31,mobile,Israel,google,organic,3,7,0,0,0,0,0.0
2021-01-31,mobile,Israel,(direct),(none),2,4,1,0,0,0,0.0
2021-01-31,mobile,Hungary,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Canada,<Other>,referral,7,25,5,0,0,0,0.0
2021-01-31,tablet,Japan,google,organic,1,2,0,0,0,0,0.0
2021-01-31,tablet,Thailand,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,desktop,Peru,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,desktop,India,google,cpc,6,12,1,0,0,0,0.0
2021-01-31,mobile,Japan,(direct),(none),2,3,0,0,0,0,0.0
2021-01-31,mobile,Netherlands,(direct),(none),6,23,4,1,0,0,0.0
2021-01-31,mobile,Italy,google,organic,3,6,0,0,0,0,0.0
2021-01-31,mobile,Luxembourg,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Ukraine,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Sweden,(direct),(none),3,4,0,0,0,0,0.0
2021-01-31,mobile,Spain,shop.googlemerchandisestore.com,referral,2,6,1,0,0,0,0.0
2021-01-31,desktop,Hungary,google,organic,1,5,0,0,0,0,0.0
2021-01-31,desktop,Taiwan,google,organic,3,6,0,0,0,0,0.0
2021-01-31,mobile,Colombia,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,mobile,China,google,organic,6,14,4,2,0,0,0.0
2021-01-31,mobile,Turkey,shop.googlemerchandisestore.com,referral,2,8,0,0,0,0,0.0
2021-01-31,desktop,United Arab Emirates,<Other>,<Other>,1,3,0,0,0,0,0.0
2021-01-31,tablet,Italy,shop.googlemerchandisestore.com,referral,1,12,1,1,6,0,0.0
2021-01-31,mobile,Taiwan,<Other>,<Other>,1,2,3,0,0,0,0.0
2021-01-31,desktop,Chile,(direct),(none),2,6,0,0,0,0,0.0
2021-01-31,desktop,Taiwan,shop.googlemerchandisestore.com,referral,1,3,0,0,0,0,0.0
2021-01-31,tablet,New Zealand,google,organic,1,4,0,0,0,0,0.0
2021-01-31,mobile,Romania,shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,France,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,mobile,Portugal,google,organic,3,19,4,4,2,0,0.0
2021-01-31,desktop,Taiwan,<Other>,<Other>,3,10,0,0,0,0,0.0
2021-01-31,desktop,Pakistan,(direct),(none),3,7,0,0,0,0,0.0
2021-01-31,desktop,Netherlands,google,organic,2,17,5,0,0,0,0.0
2021-01-31,mobile,Algeria,(direct),(none),1,3,0,0,0,0,0.0
2021-01-31,mobile,Indonesia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,mobile,Japan,<Other>,<Other>,2,3,0,0,0,0,0.0
2021-01-31,desktop,United Arab Emirates,google,organic,3,12,1,0,0,0,0.0
2021-01-31,tablet,Japan,<Other>,<Other>,1,2,0,0,0,0,0.0
2021-01-31,mobile,China,(direct),(none),7,19,2,1,0,0,0.0
2021-01-31,mobile,United States,<Other>,(data deleted),1,2,0,0,0,0,0.0
2021-01-31,mobile,Singapore,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,Brazil,(direct),(none),6,19,4,0,0,0,0.0
2021-01-31,desktop,Georgia,(direct),(none),1,2,0,0,0,0,0.0
2021-01-31,desktop,Nigeria,(direct),(none),1,72,25,6,19,0,0.0
2021-01-31,desktop,(not set),google,cpc,1,3,0,0,0,0,0.0
2021-01-31,tablet,Canada,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,desktop,Kazakhstan,<Other>,<Other>,1,3,0,0,0,0,0.0
2021-01-31,tablet,Bahrain,(direct),(none),1,0,0,0,0,0,0.0
2021-01-31,desktop,Vietnam,<Other>,referral,1,1,0,0,0,0,0.0
2021-01-31,desktop,India,<Other>,organic,2,11,1,0,0,0,0.0
2021-01-31,mobile,Nepal,shop.googlemerchandisestore.com,referral,1,2,1,0,0,0,0.0
2021-01-31,desktop,Portugal,google,organic,2,4,0,0,0,0,0.0
2021-01-31,desktop,Turkey,(direct),(none),3,2,0,0,0,0,0.0
2021-01-31,desktop,Costa Rica,<Other>,organic,1,6,2,0,0,0,0.0
2021-01-31,desktop,Puerto Rico,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Pakistan,<Other>,<Other>,1,8,0,0,0,0,0.0
2021-01-31,desktop,Mexico,(direct),(none),3,10,0,0,0,0,0.0
2021-01-31,desktop,Poland,<Other>,<Other>,3,7,1,0,0,0,0.0
2021-01-31,tablet,Malaysia,google,organic,1,2,0,0,0,0,0.0
2021-01-31,mobile,Saudi Arabia,(direct),(none),3,6,0,0,0,0,0.0
2021-01-31,desktop,Pakistan,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,United States,<Other>,organic,13,48,3,0,0,0,0.0
2021-01-31,mobile,South Korea,<Other>,referral,2,4,0,0,0,0,0.0
2021-01-31,desktop,United Kingdom,google,cpc,3,7,1,0,0,0,0.0
2021-01-31,desktop,Thailand,(direct),(none),1,9,1,1,3,0,0.0
2021-01-31,desktop,Russia,(direct),(none),2,4,0,0,0,0,0.0
2021-01-31,mobile,Greece,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,tablet,India,google,cpc,2,7,0,0,0,0,0.0
2021-01-31,desktop,Romania,google,organic,3,13,3,0,0,0,0.0
2021-01-31,desktop,South Africa,(direct),(none),2,3,0,0,0,0,0.0
2021-01-31,desktop,Belgium,(direct),(none),2,9,0,0,0,0,0.0
2021-01-31,desktop,Singapore,<Other>,referral,1,2,0,0,0,0,0.0
2021-01-31,desktop,Canada,shop.googlemerchandisestore.com,referral,9,23,0,0,0,0,0.0
2021-01-31,desktop,Malaysia,<Other>,referral,3,6,0,0,0,0,0.0
2021-01-31,mobile,Poland,<Other>,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Mexico,google,organic,2,4,1,0,0,0,0.0
2021-01-31,mobile,Belgium,google,organic,2,3,0,0,0,0,0.0
2021-01-31,desktop,Hong Kong,(data deleted),(data deleted),1,0,0,0,0,0,0.0
2021-01-31,desktop,China,<Other>,referral,1,3,0,0,0,0,0.0
2021-01-31,mobile,Singapore,<Other>,<Other>,1,2,1,0,0,0,0.0
2021-01-31,desktop,Spain,<Other>,<Other>,5,8,0,0,0,0,0.0
2021-01-31,desktop,South Africa,<Other>,referral,1,2,1,0,0,0,0.0
2021-01-31,desktop,Singapore,(direct),(none),6,12,0,0,0,0,0.0
2021-01-31,mobile,(not set),shop.googlemerchandisestore.com,referral,1,2,0,0,0,0,0.0
2021-01-31,mobile,Serbia,<Other>,<Other>,1,4,0,0,0,0,0.0
2021-01-31,desktop,Italy,(direct),(none),3,22,1,0,0,0,0.0
2021-01-31,mobile,Italy,(data deleted),(data deleted),2,0,2,0,0,0,0.0
2021-01-31,mobile,Indonesia,shop.googlemerchandisestore.com,referral,1,4,0,0,0,0,0.0
2021-01-31,mobile,Taiwan,google,cpc,2,4,0,0,0,0,0.0
2021-01-31,desktop,Thailand,(data deleted),(data deleted),1,5,2,0,0,0,0.0
2021-01-31,desktop,Philippines,<Other>,referral,2,4,0,0,0,0,0.0
2021-01-31,desktop,Russia,google,organic,3,6,0,0,0,0,0.0
2021-01-31,desktop,Azerbaijan,google,cpc,1,3,0,0,0,0,0.0
2021-01-31,desktop,Mexico,<Other>,<Other>,2,5,0,0,0,0,0.0
2021-01-31,mobile,Netherlands,<Other>,<Other>,2,4,0,0,0,0,0.0
2021-01-31,desktop,Ireland,<Other>,referral,2,7,10,0,0,0,0.0
2021-01-31,desktop,Austria,<Other>,<Other>,1,13,7,0,0,0,0.0
2021-01-31,desktop,China,<Other>,<Other>,4,11,2,0,0,0,0.0
2021-01-31,desktop,Norway,google,organic,3,7,0,0,0,0,0.0
2021-01-31,desktop,United Kingdom,<Other>,referral,4,12,2,0,0,0,0.0
2021-01-31,desktop,Germany,google,cpc,1,1,0,0,0,0,0.0
2021-01-31,mobile,(not set),google,organic,2,4,0,0,0,0,0.0
2021-01-31,desktop,Philippines,google,organic,2,4,0,0,0,0,0.0
2021-01-31,mobile,South Africa,(direct),(none),1,3,0,0,0,0,0.0
2021-01-31,desktop,(not set),shop.googlemerchandisestore.com,referral,1,0,0,0,0,0,0.0
2021-01-31,mobile,Turkey,google,cpc,3,7,0,0,0,0,0.0
2021-01-31,mobile,Iraq,(direct),(none),1,2,1,0,0,0,0.0
2021-01-31,desktop,(not set),(direct),(none),1,1,0,0,0,0,0.0
2021-01-31,desktop,Germany,(direct),(none),6,20,3,0,0,0,0.0
2021-01-31,mobile,Hong Kong,(direct),(none),2,33,7,0,0,0,0.0
2021-01-31,tablet,Taiwan,(direct),(none),1,0,0,0,0,0,0.0
2021-01-31,desktop,Malaysia,(direct),(none),2,3,0,0,0,0,0.0
2021-01-31,desktop,Turkey,shop.googlemerchandisestore.com,referral,1,4,0,0,0,0,0.0
2021-01-31,desktop,United Kingdom,<Other>,organic,2,4,0,0,0,0,0.0
2021-01-31,mobile,Pakistan,(direct),(none),2,4,0,0,0,0,0.0
2021-01-31,desktop,Japan,(data deleted),(data deleted),1,4,0,0,0,0,0.0
2021-01-31,desktop,Spain,<Other>,referral,2,5,2,0,0,0,0.0
2021-01-31,mobile,Romania,<Other>,<Other>,1,2,1,0,0,0,0.0
2021-01-31,mobile,Qatar,google,organic,1,2,0,0,0,0,0.0
2021-01-31,desktop,Peru,google,cpc,1,2,0,0,0,0,0.0
2021-01-31,mobile,Brazil,google,cpc,1,1,0,0,0,0,0.0
